"library_id","genus","core_replicate","tech_replicate","n_reads"
"FLB06mA_ss4_2","f__Syntrophorhabdaceae","A","A_ss4_2",309
"FLB06mB_ss4_1","f__Syntrophorhabdaceae","B","B_ss4_1",1147
"FLB06mB_ss4_2a","f__Syntrophorhabdaceae","B","B_ss4_2",769
"FLB06mB_ss4_2b","f__Syntrophorhabdaceae","B","B_ss4_2",958
"FLB08mA_ss4_1","f__Syntrophorhabdaceae","A","A_ss4_1",10651
"FLB08mA_ss4_2b","f__Syntrophorhabdaceae","A","A_ss4_2",1343
"FLB08mB_ss4_1","f__Syntrophorhabdaceae","B","B_ss4_1",340
"FLB08mB_ss4_2a","f__Syntrophorhabdaceae","B","B_ss4_2a",1065
"FLB10mA_ss4_1","f__Syntrophorhabdaceae","A","A_ss4_1",256
"FLB10mA_ss4_2a","f__Syntrophorhabdaceae","A","A_ss4_2",190
"FLB10mA_ss4_2b","f__Syntrophorhabdaceae","A","A_ss4_2",145
"FLB10mA_ss4_3a","f__Syntrophorhabdaceae","A","A_ss4_3",197
"FLB10mA_ss4_3b","f__Syntrophorhabdaceae","A","A_ss4_3",94
"FLB10mB_ss4_1","f__Syntrophorhabdaceae","B","B_ss4_1",208
"FLB10mB_ss4_2a","f__Syntrophorhabdaceae","B","B_ss4_2",432
"FLB10mB_ss4_2b","f__Syntrophorhabdaceae","B","B_ss4_2",340
"FLB10mB_ss4_3a","f__Syntrophorhabdaceae","B","B_ss4_3",870
"FLB10mB_ss4_3b","f__Syntrophorhabdaceae","B","B_ss4_3",665
"FLB10mSdA_ss4_1","f__Syntrophorhabdaceae","dA","dA_ss4_1",1569
"FLB10mSdA_ss4_2a","f__Syntrophorhabdaceae","dA","dA_ss4_2",1037
"FLB10mSdA_ss4_2b","f__Syntrophorhabdaceae","dA","dA_ss4_2",1604
"FLB12mA_ss4_1","f__Syntrophorhabdaceae","A","A_ss4_1",630
"FLB13mNB_ss4_1","f__Syntrophorhabdaceae","B","B_ss4_1",635
"FLB16mNdA_ss4_1","f__Syntrophorhabdaceae","dA","dA_ss4_1",723
"FLB16mNdA_ss4_2a","f__Syntrophorhabdaceae","dA","dA_ss4_2",922
"FLB16mNdA_ss4_2b","f__Syntrophorhabdaceae","dA","dA_ss4_2",1030
"FLB16mNdB_ss4_1","f__Syntrophorhabdaceae","dB","dB_ss4_1",110
"FLB16mNdB_ss4_2","f__Syntrophorhabdaceae","dB","dB_ss4_2",3290
"FLB16mNuA_ss4_1","f__Syntrophorhabdaceae","uA","uA_ss4_1",7737
"FLB16mNuA_ss4_2","f__Syntrophorhabdaceae","uA","uA_ss4_2",2018
"FLB16mNuA_ss4_3","f__Syntrophorhabdaceae","uA","uA_ss4_3",669
"FLB16mNuA_ss4_4","f__Syntrophorhabdaceae","uA","uA_ss4_4",816
"FLB34mA_ss4_1","f__Syntrophorhabdaceae","A","A_ss4_1",1661
"FLB38mA_ss4_1","f__Syntrophorhabdaceae","A","A_ss4_1",1792
"FLB38mA_ss4_2a","f__Syntrophorhabdaceae","A","A_ss4_2",5888
"FLB38mA_ss4_2b","f__Syntrophorhabdaceae","A","A_ss4_2",4252
"FLB38mB_ss4_1","f__Syntrophorhabdaceae","B","B_ss4_1",1685
"FLB45mA_ss4_1","f__Syntrophorhabdaceae","A","A_ss4_1",1532
"FLB45mA_ss4_2","f__Syntrophorhabdaceae","A","A_ss4_2",13653
"FLB45mB_ss4_1","f__Syntrophorhabdaceae","B","B_ss4_1",4501
"FLB45mB_ss4_2","f__Syntrophorhabdaceae","B","B_ss4_2",7111
"FLB57muA_ss4_1","f__Syntrophorhabdaceae","uA","uA_ss4_1",105
"FLB00mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",4046
"FLB00mA_ss4_2a","f__Anaerobacaceae","A","A_ss4_2",214
"FLB00mA_ss4_2b","f__Anaerobacaceae","A","A_ss4_2",230
"FLB00mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",2578
"FLB01mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",60
"FLB01mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",1049
"FLB03mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",2678
"FLB03mA_ss4_2","f__Anaerobacaceae","A","A_ss4_2",83
"FLB05mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",121
"FLB05mA_ss4_2","f__Anaerobacaceae","A","A_ss4_2",143
"FLB05mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",122
"FLB05mB_ss4_2a","f__Anaerobacaceae","B","B_ss4_2",144
"FLB05mB_ss4_2b","f__Anaerobacaceae","B","B_ss4_2",149
"FLB05mB_ss4_3a","f__Anaerobacaceae","B","B_ss4_3",77
"FLB05mB_ss4_3b","f__Anaerobacaceae","B","B_ss4_3",84
"FLB06mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",318
"FLB06mA_ss4_2","f__Anaerobacaceae","A","A_ss4_2",294
"FLB06mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",984
"FLB06mB_ss4_2a","f__Anaerobacaceae","B","B_ss4_2",488
"FLB06mB_ss4_2b","f__Anaerobacaceae","B","B_ss4_2",631
"FLB08mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",7758
"FLB08mA_ss4_2b","f__Anaerobacaceae","A","A_ss4_2",804
"FLB08mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",240
"FLB08mB_ss4_2a","f__Anaerobacaceae","B","B_ss4_2a",664
"FLB10mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",185
"FLB10mA_ss4_2a","f__Anaerobacaceae","A","A_ss4_2",57
"FLB10mA_ss4_2b","f__Anaerobacaceae","A","A_ss4_2",39
"FLB10mA_ss4_3a","f__Anaerobacaceae","A","A_ss4_3",54
"FLB10mA_ss4_3b","f__Anaerobacaceae","A","A_ss4_3",26
"FLB10mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",145
"FLB10mB_ss4_2a","f__Anaerobacaceae","B","B_ss4_2",194
"FLB10mB_ss4_2b","f__Anaerobacaceae","B","B_ss4_2",133
"FLB10mB_ss4_3a","f__Anaerobacaceae","B","B_ss4_3",227
"FLB10mB_ss4_3b","f__Anaerobacaceae","B","B_ss4_3",158
"FLB10mSdA_ss4_1","f__Anaerobacaceae","dA","dA_ss4_1",1984
"FLB10mSdA_ss4_2a","f__Anaerobacaceae","dA","dA_ss4_2",1090
"FLB10mSdA_ss4_2b","f__Anaerobacaceae","dA","dA_ss4_2",1681
"FLB12mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",157
"FLB13mNB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",211
"FLB16mNdA_ss4_1","f__Anaerobacaceae","dA","dA_ss4_1",460
"FLB16mNdA_ss4_2a","f__Anaerobacaceae","dA","dA_ss4_2",630
"FLB16mNdA_ss4_2b","f__Anaerobacaceae","dA","dA_ss4_2",720
"FLB16mNdB_ss4_1","f__Anaerobacaceae","dB","dB_ss4_1",90
"FLB16mNdB_ss4_2","f__Anaerobacaceae","dB","dB_ss4_2",2278
"FLB16mNuA_ss4_1","f__Anaerobacaceae","uA","uA_ss4_1",4596
"FLB16mNuA_ss4_2","f__Anaerobacaceae","uA","uA_ss4_2",461
"FLB16mNuA_ss4_3","f__Anaerobacaceae","uA","uA_ss4_3",197
"FLB16mNuA_ss4_4","f__Anaerobacaceae","uA","uA_ss4_4",217
"FLB34mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",1936
"FLB38mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",2156
"FLB38mA_ss4_2a","f__Anaerobacaceae","A","A_ss4_2",11864
"FLB38mA_ss4_2b","f__Anaerobacaceae","A","A_ss4_2",8525
"FLB38mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",2920
"FLB45mA_ss4_1","f__Anaerobacaceae","A","A_ss4_1",1823
"FLB45mA_ss4_2","f__Anaerobacaceae","A","A_ss4_2",15058
"FLB45mB_ss4_1","f__Anaerobacaceae","B","B_ss4_1",4679
"FLB45mB_ss4_2","f__Anaerobacaceae","B","B_ss4_2",9345
"FLB57muA_ss4_1","f__Anaerobacaceae","uA","uA_ss4_1",114
"FLB00mA_ss4_1","f__UBA5619","A","A_ss4_1",1594
"FLB00mA_ss4_2a","f__UBA5619","A","A_ss4_2",846
"FLB00mA_ss4_2b","f__UBA5619","A","A_ss4_2",1011
"FLB00mB_ss4_1","f__UBA5619","B","B_ss4_1",956
"FLB01mA_ss4_1","f__UBA5619","A","A_ss4_1",190
"FLB01mB_ss4_1","f__UBA5619","B","B_ss4_1",372
"FLB03mA_ss4_1","f__UBA5619","A","A_ss4_1",1192
"FLB03mA_ss4_2","f__UBA5619","A","A_ss4_2",154
"FLB05mA_ss4_1","f__UBA5619","A","A_ss4_1",138
"FLB05mA_ss4_2","f__UBA5619","A","A_ss4_2",248
"FLB05mB_ss4_1","f__UBA5619","B","B_ss4_1",262
"FLB05mB_ss4_2a","f__UBA5619","B","B_ss4_2",244
"FLB05mB_ss4_2b","f__UBA5619","B","B_ss4_2",251
"FLB05mB_ss4_3a","f__UBA5619","B","B_ss4_3",153
"FLB05mB_ss4_3b","f__UBA5619","B","B_ss4_3",142
"FLB06mA_ss4_1","f__UBA5619","A","A_ss4_1",238
"FLB06mA_ss4_2","f__UBA5619","A","A_ss4_2",240
"FLB06mB_ss4_1","f__UBA5619","B","B_ss4_1",1088
"FLB06mB_ss4_2a","f__UBA5619","B","B_ss4_2",556
"FLB06mB_ss4_2b","f__UBA5619","B","B_ss4_2",682
"FLB08mA_ss4_1","f__UBA5619","A","A_ss4_1",2423
"FLB08mA_ss4_2b","f__UBA5619","A","A_ss4_2",377
"FLB08mB_ss4_1","f__UBA5619","B","B_ss4_1",101
"FLB08mB_ss4_2a","f__UBA5619","B","B_ss4_2a",269
"FLB10mA_ss4_1","f__UBA5619","A","A_ss4_1",536
"FLB10mA_ss4_2a","f__UBA5619","A","A_ss4_2",852
"FLB10mA_ss4_2b","f__UBA5619","A","A_ss4_2",625
"FLB10mA_ss4_3a","f__UBA5619","A","A_ss4_3",697
"FLB10mA_ss4_3b","f__UBA5619","A","A_ss4_3",393
"FLB10mB_ss4_1","f__UBA5619","B","B_ss4_1",516
"FLB10mB_ss4_2a","f__UBA5619","B","B_ss4_2",895
"FLB10mB_ss4_2b","f__UBA5619","B","B_ss4_2",694
"FLB10mB_ss4_3a","f__UBA5619","B","B_ss4_3",1054
"FLB10mB_ss4_3b","f__UBA5619","B","B_ss4_3",759
"FLB10mSdA_ss4_1","f__UBA5619","dA","dA_ss4_1",415
"FLB10mSdA_ss4_2a","f__UBA5619","dA","dA_ss4_2",197
"FLB10mSdA_ss4_2b","f__UBA5619","dA","dA_ss4_2",333
"FLB12mA_ss4_1","f__UBA5619","A","A_ss4_1",495
"FLB13mNB_ss4_1","f__UBA5619","B","B_ss4_1",438
"FLB16mNdA_ss4_1","f__UBA5619","dA","dA_ss4_1",389
"FLB16mNdA_ss4_2a","f__UBA5619","dA","dA_ss4_2",567
"FLB16mNdA_ss4_2b","f__UBA5619","dA","dA_ss4_2",619
"FLB16mNdB_ss4_1","f__UBA5619","dB","dB_ss4_1",80
"FLB16mNdB_ss4_2","f__UBA5619","dB","dB_ss4_2",1384
"FLB16mNuA_ss4_1","f__UBA5619","uA","uA_ss4_1",2701
"FLB16mNuA_ss4_2","f__UBA5619","uA","uA_ss4_2",530
"FLB16mNuA_ss4_3","f__UBA5619","uA","uA_ss4_3",210
"FLB16mNuA_ss4_4","f__UBA5619","uA","uA_ss4_4",235
"FLB34mA_ss4_1","f__UBA5619","A","A_ss4_1",931
"FLB38mA_ss4_1","f__UBA5619","A","A_ss4_1",1515
"FLB38mA_ss4_2a","f__UBA5619","A","A_ss4_2",6082
"FLB38mA_ss4_2b","f__UBA5619","A","A_ss4_2",4403
"FLB38mB_ss4_1","f__UBA5619","B","B_ss4_1",1595
"FLB45mA_ss4_1","f__UBA5619","A","A_ss4_1",1023
"FLB45mA_ss4_2","f__UBA5619","A","A_ss4_2",11775
"FLB45mB_ss4_1","f__UBA5619","B","B_ss4_1",3457
"FLB45mB_ss4_2","f__UBA5619","B","B_ss4_2",5580
"FLB57muA_ss4_1","f__UBA5619","uA","uA_ss4_1",263
"FLB00mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",5136
"FLB00mA_ss4_2a","f__RBG-16-66-30","A","A_ss4_2",2728
"FLB00mA_ss4_2b","f__RBG-16-66-30","A","A_ss4_2",3117
"FLB00mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",4240
"FLB01mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",23
"FLB01mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",1401
"FLB03mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",3594
"FLB03mA_ss4_2","f__RBG-16-66-30","A","A_ss4_2",47
"FLB05mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",99
"FLB05mA_ss4_2","f__RBG-16-66-30","A","A_ss4_2",135
"FLB05mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",82
"FLB05mB_ss4_2a","f__RBG-16-66-30","B","B_ss4_2",90
"FLB05mB_ss4_2b","f__RBG-16-66-30","B","B_ss4_2",105
"FLB05mB_ss4_3a","f__RBG-16-66-30","B","B_ss4_3",63
"FLB05mB_ss4_3b","f__RBG-16-66-30","B","B_ss4_3",68
"FLB06mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",132
"FLB06mA_ss4_2","f__RBG-16-66-30","A","A_ss4_2",129
"FLB06mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",807
"FLB06mB_ss4_2a","f__RBG-16-66-30","B","B_ss4_2",261
"FLB06mB_ss4_2b","f__RBG-16-66-30","B","B_ss4_2",316
"FLB08mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",3350
"FLB08mA_ss4_2b","f__RBG-16-66-30","A","A_ss4_2",467
"FLB08mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",124
"FLB08mB_ss4_2a","f__RBG-16-66-30","B","B_ss4_2a",396
"FLB10mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",133
"FLB10mA_ss4_2a","f__RBG-16-66-30","A","A_ss4_2",63
"FLB10mA_ss4_2b","f__RBG-16-66-30","A","A_ss4_2",59
"FLB10mA_ss4_3a","f__RBG-16-66-30","A","A_ss4_3",65
"FLB10mA_ss4_3b","f__RBG-16-66-30","A","A_ss4_3",36
"FLB10mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",166
"FLB10mB_ss4_2a","f__RBG-16-66-30","B","B_ss4_2",267
"FLB10mB_ss4_2b","f__RBG-16-66-30","B","B_ss4_2",178
"FLB10mB_ss4_3a","f__RBG-16-66-30","B","B_ss4_3",367
"FLB10mB_ss4_3b","f__RBG-16-66-30","B","B_ss4_3",257
"FLB10mSdA_ss4_1","f__RBG-16-66-30","dA","dA_ss4_1",440
"FLB10mSdA_ss4_2a","f__RBG-16-66-30","dA","dA_ss4_2",246
"FLB10mSdA_ss4_2b","f__RBG-16-66-30","dA","dA_ss4_2",344
"FLB12mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",111
"FLB13mNB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",128
"FLB16mNdA_ss4_1","f__RBG-16-66-30","dA","dA_ss4_1",312
"FLB16mNdA_ss4_2a","f__RBG-16-66-30","dA","dA_ss4_2",318
"FLB16mNdA_ss4_2b","f__RBG-16-66-30","dA","dA_ss4_2",369
"FLB16mNdB_ss4_1","f__RBG-16-66-30","dB","dB_ss4_1",54
"FLB16mNdB_ss4_2","f__RBG-16-66-30","dB","dB_ss4_2",1060
"FLB16mNuA_ss4_1","f__RBG-16-66-30","uA","uA_ss4_1",5267
"FLB16mNuA_ss4_2","f__RBG-16-66-30","uA","uA_ss4_2",333
"FLB16mNuA_ss4_3","f__RBG-16-66-30","uA","uA_ss4_3",112
"FLB16mNuA_ss4_4","f__RBG-16-66-30","uA","uA_ss4_4",133
"FLB34mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",2325
"FLB38mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",2409
"FLB38mA_ss4_2a","f__RBG-16-66-30","A","A_ss4_2",12034
"FLB38mA_ss4_2b","f__RBG-16-66-30","A","A_ss4_2",8593
"FLB38mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",2570
"FLB45mA_ss4_1","f__RBG-16-66-30","A","A_ss4_1",1534
"FLB45mA_ss4_2","f__RBG-16-66-30","A","A_ss4_2",8362
"FLB45mB_ss4_1","f__RBG-16-66-30","B","B_ss4_1",2278
"FLB45mB_ss4_2","f__RBG-16-66-30","B","B_ss4_2",3487
"FLB57muA_ss4_1","f__RBG-16-66-30","uA","uA_ss4_1",131
"FLB00mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",1036
"FLB00mA_ss4_2a","f__Villigracilaceae","A","A_ss4_2",1433
"FLB00mA_ss4_2b","f__Villigracilaceae","A","A_ss4_2",1640
"FLB00mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",428
"FLB01mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",92
"FLB01mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",254
"FLB03mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",1452
"FLB03mA_ss4_2","f__Villigracilaceae","A","A_ss4_2",343
"FLB05mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",233
"FLB05mA_ss4_2","f__Villigracilaceae","A","A_ss4_2",460
"FLB05mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",690
"FLB05mB_ss4_2a","f__Villigracilaceae","B","B_ss4_2",818
"FLB05mB_ss4_2b","f__Villigracilaceae","B","B_ss4_2",910
"FLB05mB_ss4_3a","f__Villigracilaceae","B","B_ss4_3",456
"FLB05mB_ss4_3b","f__Villigracilaceae","B","B_ss4_3",471
"FLB06mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",193
"FLB06mA_ss4_2","f__Villigracilaceae","A","A_ss4_2",219
"FLB06mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",1861
"FLB06mB_ss4_2a","f__Villigracilaceae","B","B_ss4_2",739
"FLB06mB_ss4_2b","f__Villigracilaceae","B","B_ss4_2",921
"FLB08mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",1135
"FLB08mA_ss4_2b","f__Villigracilaceae","A","A_ss4_2",231
"FLB08mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",58
"FLB08mB_ss4_2a","f__Villigracilaceae","B","B_ss4_2a",179
"FLB10mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",232
"FLB10mA_ss4_2a","f__Villigracilaceae","A","A_ss4_2",281
"FLB10mA_ss4_2b","f__Villigracilaceae","A","A_ss4_2",200
"FLB10mA_ss4_3a","f__Villigracilaceae","A","A_ss4_3",195
"FLB10mA_ss4_3b","f__Villigracilaceae","A","A_ss4_3",110
"FLB10mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",205
"FLB10mB_ss4_2a","f__Villigracilaceae","B","B_ss4_2",421
"FLB10mB_ss4_2b","f__Villigracilaceae","B","B_ss4_2",356
"FLB10mB_ss4_3a","f__Villigracilaceae","B","B_ss4_3",469
"FLB10mB_ss4_3b","f__Villigracilaceae","B","B_ss4_3",381
"FLB10mSdA_ss4_1","f__Villigracilaceae","dA","dA_ss4_1",696
"FLB10mSdA_ss4_2a","f__Villigracilaceae","dA","dA_ss4_2",478
"FLB10mSdA_ss4_2b","f__Villigracilaceae","dA","dA_ss4_2",654
"FLB12mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",480
"FLB13mNB_ss4_1","f__Villigracilaceae","B","B_ss4_1",391
"FLB16mNdA_ss4_1","f__Villigracilaceae","dA","dA_ss4_1",673
"FLB16mNdA_ss4_2a","f__Villigracilaceae","dA","dA_ss4_2",947
"FLB16mNdA_ss4_2b","f__Villigracilaceae","dA","dA_ss4_2",1143
"FLB16mNdB_ss4_1","f__Villigracilaceae","dB","dB_ss4_1",45
"FLB16mNdB_ss4_2","f__Villigracilaceae","dB","dB_ss4_2",2195
"FLB16mNuA_ss4_1","f__Villigracilaceae","uA","uA_ss4_1",1707
"FLB16mNuA_ss4_2","f__Villigracilaceae","uA","uA_ss4_2",478
"FLB16mNuA_ss4_3","f__Villigracilaceae","uA","uA_ss4_3",228
"FLB16mNuA_ss4_4","f__Villigracilaceae","uA","uA_ss4_4",250
"FLB34mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",531
"FLB38mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",2540
"FLB38mA_ss4_2a","f__Villigracilaceae","A","A_ss4_2",15382
"FLB38mA_ss4_2b","f__Villigracilaceae","A","A_ss4_2",10951
"FLB38mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",2279
"FLB45mA_ss4_1","f__Villigracilaceae","A","A_ss4_1",469
"FLB45mA_ss4_2","f__Villigracilaceae","A","A_ss4_2",4763
"FLB45mB_ss4_1","f__Villigracilaceae","B","B_ss4_1",1804
"FLB45mB_ss4_2","f__Villigracilaceae","B","B_ss4_2",2892
"FLB57muA_ss4_1","f__Villigracilaceae","uA","uA_ss4_1",179
"FLB00mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",4017
"FLB00mA_ss4_2a","f__Bathycorpusculaceae","A","A_ss4_2",6381
"FLB00mA_ss4_2b","f__Bathycorpusculaceae","A","A_ss4_2",7331
"FLB00mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",1529
"FLB01mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",78
"FLB01mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",571
"FLB03mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",1685
"FLB03mA_ss4_2","f__Bathycorpusculaceae","A","A_ss4_2",49
"FLB05mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",54
"FLB05mA_ss4_2","f__Bathycorpusculaceae","A","A_ss4_2",77
"FLB05mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",74
"FLB05mB_ss4_2a","f__Bathycorpusculaceae","B","B_ss4_2",81
"FLB05mB_ss4_2b","f__Bathycorpusculaceae","B","B_ss4_2",85
"FLB05mB_ss4_3a","f__Bathycorpusculaceae","B","B_ss4_3",50
"FLB05mB_ss4_3b","f__Bathycorpusculaceae","B","B_ss4_3",57
"FLB06mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",29
"FLB06mA_ss4_2","f__Bathycorpusculaceae","A","A_ss4_2",28
"FLB06mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",421
"FLB06mB_ss4_2a","f__Bathycorpusculaceae","B","B_ss4_2",98
"FLB06mB_ss4_2b","f__Bathycorpusculaceae","B","B_ss4_2",138
"FLB08mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",1773
"FLB08mA_ss4_2b","f__Bathycorpusculaceae","A","A_ss4_2",192
"FLB08mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",46
"FLB08mB_ss4_2a","f__Bathycorpusculaceae","B","B_ss4_2a",153
"FLB10mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",81
"FLB10mA_ss4_2a","f__Bathycorpusculaceae","A","A_ss4_2",50
"FLB10mA_ss4_2b","f__Bathycorpusculaceae","A","A_ss4_2",36
"FLB10mA_ss4_3a","f__Bathycorpusculaceae","A","A_ss4_3",39
"FLB10mA_ss4_3b","f__Bathycorpusculaceae","A","A_ss4_3",27
"FLB10mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",51
"FLB10mB_ss4_2a","f__Bathycorpusculaceae","B","B_ss4_2",67
"FLB10mB_ss4_2b","f__Bathycorpusculaceae","B","B_ss4_2",32
"FLB10mB_ss4_3a","f__Bathycorpusculaceae","B","B_ss4_3",95
"FLB10mB_ss4_3b","f__Bathycorpusculaceae","B","B_ss4_3",59
"FLB10mSdA_ss4_1","f__Bathycorpusculaceae","dA","dA_ss4_1",279
"FLB10mSdA_ss4_2a","f__Bathycorpusculaceae","dA","dA_ss4_2",120
"FLB10mSdA_ss4_2b","f__Bathycorpusculaceae","dA","dA_ss4_2",174
"FLB12mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",95
"FLB13mNB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",68
"FLB16mNdA_ss4_1","f__Bathycorpusculaceae","dA","dA_ss4_1",100
"FLB16mNdA_ss4_2a","f__Bathycorpusculaceae","dA","dA_ss4_2",105
"FLB16mNdA_ss4_2b","f__Bathycorpusculaceae","dA","dA_ss4_2",181
"FLB16mNdB_ss4_1","f__Bathycorpusculaceae","dB","dB_ss4_1",26
"FLB16mNdB_ss4_2","f__Bathycorpusculaceae","dB","dB_ss4_2",522
"FLB16mNuA_ss4_1","f__Bathycorpusculaceae","uA","uA_ss4_1",2348
"FLB16mNuA_ss4_2","f__Bathycorpusculaceae","uA","uA_ss4_2",187
"FLB16mNuA_ss4_3","f__Bathycorpusculaceae","uA","uA_ss4_3",41
"FLB16mNuA_ss4_4","f__Bathycorpusculaceae","uA","uA_ss4_4",70
"FLB34mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",1048
"FLB38mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",1092
"FLB38mA_ss4_2a","f__Bathycorpusculaceae","A","A_ss4_2",3606
"FLB38mA_ss4_2b","f__Bathycorpusculaceae","A","A_ss4_2",2586
"FLB38mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",844
"FLB45mA_ss4_1","f__Bathycorpusculaceae","A","A_ss4_1",974
"FLB45mA_ss4_2","f__Bathycorpusculaceae","A","A_ss4_2",12835
"FLB45mB_ss4_1","f__Bathycorpusculaceae","B","B_ss4_1",2336
"FLB45mB_ss4_2","f__Bathycorpusculaceae","B","B_ss4_2",3663
"FLB57muA_ss4_1","f__Bathycorpusculaceae","uA","uA_ss4_1",130
"FLB00mA_ss4_1","f__Cryosericaceae","A","A_ss4_1",350
"FLB00mA_ss4_2a","f__Cryosericaceae","A","A_ss4_2",186
"FLB00mA_ss4_2b","f__Cryosericaceae","A","A_ss4_2",203
"FLB00mB_ss4_1","f__Cryosericaceae","B","B_ss4_1",237
"FLB01mA_ss4_1","f__Cryosericaceae","A","A_ss4_1",126
"FLB01mB_ss4_1","f__Cryosericaceae","B","B_ss4_1",65
"FLB03mA_ss4_1","f__Cryosericaceae","A","A_ss4_1",215
"FLB03mA_ss4_2","f__Cryosericaceae","A","A_ss4_2",86
"FLB05mA_ss4_1","f__Cryosericaceae","A","A_ss4_1",125
"FLB05mA_ss4_2","f__Cryosericaceae","A","A_ss4_2",173
"FLB05mB_ss4_1","f__Cryosericaceae","B","B_ss4_1",130
"FLB05mB_ss4_2a","f__Cryosericaceae","B","B_ss4_2",119
"FLB05mB_ss4_2b","f__Cryosericaceae","B","B_ss4_2",141
"FLB05mB_ss4_3a","f__Cryosericaceae","B","B_ss4_3",120
"FLB05mB_ss4_3b","f__Cryosericaceae","B","B_ss4_3",122
"FLB06mA_ss4_1","f__Cryosericaceae","A","A_ss4_1",71
"FLB06mA_ss4_2","f__Cryosericaceae","A","A_ss4_2",71
"FLB06mB_ss4_1","f__Cryosericaceae","B","B_ss4_1",368
"FLB06mB_ss4_2a","f__Cryosericaceae","B","B_ss4_2",178
"FLB06mB_ss4_2b","f__Cryosericaceae","B","B_ss4_2",240
"FLB08mA_ss4_1","f__Cryosericaceae","A","A_ss4_1",446
"FLB08mA_ss4_2b","f__Cryosericaceae","A","A_ss4_2",71
