"library_id","genus","core_replicate","tech_replicate","n_reads"
"FLB06mB_ds3_1","f__UBA5619","B","B_ds3_1",1181
"FLB08mA_ds1_1","f__UBA5619","A","A_ds1_1",914
"FLB08mA_ds2_1","f__UBA5619","A","A_ds2_1",1470
"FLB08mA_ds3_1","f__UBA5619","A","A_ds3_1",3085
"FLB08mB_ds3_1","f__UBA5619","B","B_ds3_1",832
"FLB10mA_ds3_1","f__UBA5619","A","A_ds3_1",736
"FLB10mB_ds3_1","f__UBA5619","B","B_ds3_1",2504
"FLB10mSdA_ds3_1","f__UBA5619","dA","dA_ds3_1",551
"FLB10mSdB_ds3_1","f__UBA5619","dB","dB_ds3_1",346
"FLB12mA_ds3_1","f__UBA5619","A","A_ds3_1",1758
"FLB12mB_ds3_1","f__UBA5619","B","B_ds3_1",2261
"FLB13mNA_ds3_1","f__UBA5619","A","A_ds3_1",2161
"FLB13mNB_ds3_1","f__UBA5619","B","B_ds3_1",1604
"FLB13mSA_ds2_1","f__UBA5619","A","A_ds2_1",45
"FLB16mNdA_ds2_1","f__UBA5619","dA","dA_ds2_1",465
"FLB16mNdA_ds3_1","f__UBA5619","dA","dA_ds3_1",2223
"FLB16mNdB_ds3_1","f__UBA5619","dB","dB_ds3_1",3071
"FLB16mNuA_ds2_1","f__UBA5619","uA","uA_ds2_1",781
"FLB16mNuA_ds3_1","f__UBA5619","uA","uA_ds3_1",1712
"FLB16mNuB_ds3_1","f__UBA5619","uB","uB_ds3_1",1365
"FLB18mB_ds3_1","f__UBA5619","B","B_ds3_1",330
"FLB38mA_ds2_1","f__UBA5619","A","A_ds2_1",2662
"FLB38mA_ds3_1","f__UBA5619","A","A_ds3_1",8453
"FLB38mB_ds3_1","f__UBA5619","B","B_ds3_1",2534
"FLB45mA_ds2_1","f__UBA5619","A","A_ds2_1",882
"FLB45mA_ds3_1","f__UBA5619","A","A_ds3_1",58711
"FLB45mB_ds3_1","f__UBA5619","B","B_ds3_1",32454
"FLB54mA_ds3_1","f__UBA5619","A","A_ds3_1",236
"FLB57mdA_ds2_1","f__UBA5619","dA","dA_ds2_1",2095
"FLB57mdA_ds2_2","f__UBA5619","dA","dA_ds2_2",1722
"FLB57mdA_ds3_1","f__UBA5619","dA","dA_ds3_1",5804
"FLB57mdB_ds3_1","f__UBA5619","dB","dB_ds3_1",1874
"FLB57muA_ds3_1","f__UBA5619","uA","uA_ds3_1",11658
"FLB57muB_ds3_1","f__UBA5619","uB","uB_ds3_1",1234
"FLB00mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",3326
"FLB00mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",3963
"FLB01mA_ds2_1","f__RBG-16-66-30","A","A_ds2_1",5
"FLB01mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",107
"FLB01mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",135
"FLB03mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",343
"FLB05mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",254
"FLB05mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",91
"FLB06mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",792
"FLB06mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",606
"FLB08mA_ds1_1","f__RBG-16-66-30","A","A_ds1_1",1231
"FLB08mA_ds2_1","f__RBG-16-66-30","A","A_ds2_1",1923
"FLB08mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",4583
"FLB08mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",890
"FLB10mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",72
"FLB10mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",805
"FLB10mSdA_ds3_1","f__RBG-16-66-30","dA","dA_ds3_1",932
"FLB10mSdB_ds3_1","f__RBG-16-66-30","dB","dB_ds3_1",560
"FLB12mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",436
"FLB12mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",607
"FLB13mNA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",697
"FLB13mNB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",648
"FLB13mSA_ds2_1","f__RBG-16-66-30","A","A_ds2_1",28
"FLB16mNdA_ds2_1","f__RBG-16-66-30","dA","dA_ds2_1",397
"FLB16mNdA_ds3_1","f__RBG-16-66-30","dA","dA_ds3_1",2026
"FLB16mNdB_ds3_1","f__RBG-16-66-30","dB","dB_ds3_1",1999
"FLB16mNuA_ds2_1","f__RBG-16-66-30","uA","uA_ds2_1",864
"FLB16mNuA_ds3_1","f__RBG-16-66-30","uA","uA_ds3_1",1143
"FLB16mNuB_ds3_1","f__RBG-16-66-30","uB","uB_ds3_1",1396
"FLB18mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",1951
"FLB38mA_ds2_1","f__RBG-16-66-30","A","A_ds2_1",4010
"FLB38mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",14666
"FLB38mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",2830
"FLB45mA_ds2_1","f__RBG-16-66-30","A","A_ds2_1",430
"FLB45mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",40814
"FLB45mB_ds3_1","f__RBG-16-66-30","B","B_ds3_1",19380
"FLB54mA_ds3_1","f__RBG-16-66-30","A","A_ds3_1",331
"FLB57mdA_ds2_1","f__RBG-16-66-30","dA","dA_ds2_1",1033
"FLB57mdA_ds2_2","f__RBG-16-66-30","dA","dA_ds2_2",970
"FLB57mdA_ds3_1","f__RBG-16-66-30","dA","dA_ds3_1",3497
"FLB57mdB_ds3_1","f__RBG-16-66-30","dB","dB_ds3_1",488
"FLB57muA_ds3_1","f__RBG-16-66-30","uA","uA_ds3_1",4665
"FLB57muB_ds3_1","f__RBG-16-66-30","uB","uB_ds3_1",414
"FLB00mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",1257
"FLB00mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",1930
"FLB01mA_ds2_1","f__Villigracilaceae","A","A_ds2_1",19
"FLB01mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",386
"FLB01mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",1316
"FLB03mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",1571
"FLB05mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",1118
"FLB05mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",387
"FLB06mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",1096
"FLB06mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",2027
"FLB08mA_ds1_1","f__Villigracilaceae","A","A_ds1_1",380
"FLB08mA_ds2_1","f__Villigracilaceae","A","A_ds2_1",722
"FLB08mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",1292
"FLB08mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",592
"FLB10mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",174
"FLB10mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",469
"FLB10mSdA_ds3_1","f__Villigracilaceae","dA","dA_ds3_1",1077
"FLB10mSdB_ds3_1","f__Villigracilaceae","dB","dB_ds3_1",827
"FLB12mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",1753
"FLB12mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",2334
"FLB13mNA_ds3_1","f__Villigracilaceae","A","A_ds3_1",1111
"FLB13mNB_ds3_1","f__Villigracilaceae","B","B_ds3_1",1737
"FLB13mSA_ds2_1","f__Villigracilaceae","A","A_ds2_1",14
"FLB16mNdA_ds2_1","f__Villigracilaceae","dA","dA_ds2_1",564
"FLB16mNdA_ds3_1","f__Villigracilaceae","dA","dA_ds3_1",3297
"FLB16mNdB_ds3_1","f__Villigracilaceae","dB","dB_ds3_1",3881
"FLB16mNuA_ds2_1","f__Villigracilaceae","uA","uA_ds2_1",738
"FLB16mNuA_ds3_1","f__Villigracilaceae","uA","uA_ds3_1",1973
"FLB16mNuB_ds3_1","f__Villigracilaceae","uB","uB_ds3_1",1227
"FLB18mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",314
"FLB38mA_ds2_1","f__Villigracilaceae","A","A_ds2_1",3285
"FLB38mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",17307
"FLB38mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",3842
"FLB45mA_ds2_1","f__Villigracilaceae","A","A_ds2_1",306
"FLB45mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",20739
"FLB45mB_ds3_1","f__Villigracilaceae","B","B_ds3_1",10820
"FLB54mA_ds3_1","f__Villigracilaceae","A","A_ds3_1",429
"FLB57mdA_ds2_1","f__Villigracilaceae","dA","dA_ds2_1",899
"FLB57mdA_ds2_2","f__Villigracilaceae","dA","dA_ds2_2",952
"FLB57mdA_ds3_1","f__Villigracilaceae","dA","dA_ds3_1",4442
"FLB57mdB_ds3_1","f__Villigracilaceae","dB","dB_ds3_1",1186
"FLB57muA_ds3_1","f__Villigracilaceae","uA","uA_ds3_1",7897
"FLB57muB_ds3_1","f__Villigracilaceae","uB","uB_ds3_1",324
"FLB00mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",4748
"FLB00mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",12052
"FLB01mA_ds2_1","f__Bathycorpusculaceae","A","A_ds2_1",19
"FLB01mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",407
"FLB01mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",296
"FLB03mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",280
"FLB05mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",290
"FLB05mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",62
"FLB06mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",169
"FLB06mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",208
"FLB08mA_ds1_1","f__Bathycorpusculaceae","A","A_ds1_1",708
"FLB08mA_ds2_1","f__Bathycorpusculaceae","A","A_ds2_1",1040
"FLB08mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",1756
"FLB08mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",540
"FLB10mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",33
"FLB10mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",146
"FLB10mSdA_ds3_1","f__Bathycorpusculaceae","dA","dA_ds3_1",527
"FLB10mSdB_ds3_1","f__Bathycorpusculaceae","dB","dB_ds3_1",308
"FLB12mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",265
"FLB12mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",394
"FLB13mNA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",356
"FLB13mNB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",373
"FLB13mSA_ds2_1","f__Bathycorpusculaceae","A","A_ds2_1",58
"FLB16mNdA_ds2_1","f__Bathycorpusculaceae","dA","dA_ds2_1",77
"FLB16mNdA_ds3_1","f__Bathycorpusculaceae","dA","dA_ds3_1",349
"FLB16mNdB_ds3_1","f__Bathycorpusculaceae","dB","dB_ds3_1",470
"FLB16mNuA_ds2_1","f__Bathycorpusculaceae","uA","uA_ds2_1",300
"FLB16mNuA_ds3_1","f__Bathycorpusculaceae","uA","uA_ds3_1",588
"FLB16mNuB_ds3_1","f__Bathycorpusculaceae","uB","uB_ds3_1",832
"FLB18mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",536
"FLB38mA_ds2_1","f__Bathycorpusculaceae","A","A_ds2_1",2143
"FLB38mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",4315
"FLB38mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",656
"FLB45mA_ds2_1","f__Bathycorpusculaceae","A","A_ds2_1",2578
"FLB45mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",43882
"FLB45mB_ds3_1","f__Bathycorpusculaceae","B","B_ds3_1",23103
"FLB54mA_ds3_1","f__Bathycorpusculaceae","A","A_ds3_1",191
"FLB57mdA_ds2_1","f__Bathycorpusculaceae","dA","dA_ds2_1",344
"FLB57mdA_ds2_2","f__Bathycorpusculaceae","dA","dA_ds2_2",381
"FLB57mdA_ds3_1","f__Bathycorpusculaceae","dA","dA_ds3_1",1226
"FLB57mdB_ds3_1","f__Bathycorpusculaceae","dB","dB_ds3_1",245
"FLB57muA_ds3_1","f__Bathycorpusculaceae","uA","uA_ds3_1",1902
"FLB57muB_ds3_1","f__Bathycorpusculaceae","uB","uB_ds3_1",220
"FLB00mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",156
"FLB00mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",372
"FLB01mA_ds2_1","f__Cryosericaceae","A","A_ds2_1",21
"FLB01mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",599
"FLB01mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",2548
"FLB03mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",528
"FLB05mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",481
"FLB05mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",89
"FLB06mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",373
"FLB06mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",302
"FLB08mA_ds1_1","f__Cryosericaceae","A","A_ds1_1",152
"FLB08mA_ds2_1","f__Cryosericaceae","A","A_ds2_1",280
"FLB08mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",503
"FLB08mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",170
"FLB10mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",139
"FLB10mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",741
"FLB10mSdA_ds3_1","f__Cryosericaceae","dA","dA_ds3_1",291
"FLB10mSdB_ds3_1","f__Cryosericaceae","dB","dB_ds3_1",166
"FLB12mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",1066
"FLB12mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",876
"FLB13mNA_ds3_1","f__Cryosericaceae","A","A_ds3_1",687
"FLB13mNB_ds3_1","f__Cryosericaceae","B","B_ds3_1",863
"FLB13mSA_ds2_1","f__Cryosericaceae","A","A_ds2_1",0
"FLB16mNdA_ds2_1","f__Cryosericaceae","dA","dA_ds2_1",714
"FLB16mNdA_ds3_1","f__Cryosericaceae","dA","dA_ds3_1",5517
"FLB16mNdB_ds3_1","f__Cryosericaceae","dB","dB_ds3_1",3578
"FLB16mNuA_ds2_1","f__Cryosericaceae","uA","uA_ds2_1",1031
"FLB16mNuA_ds3_1","f__Cryosericaceae","uA","uA_ds3_1",2756
"FLB16mNuB_ds3_1","f__Cryosericaceae","uB","uB_ds3_1",1759
"FLB18mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",363
"FLB38mA_ds2_1","f__Cryosericaceae","A","A_ds2_1",1425
"FLB38mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",7770
"FLB38mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",1438
"FLB45mA_ds2_1","f__Cryosericaceae","A","A_ds2_1",326
"FLB45mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",24267
"FLB45mB_ds3_1","f__Cryosericaceae","B","B_ds3_1",12238
"FLB54mA_ds3_1","f__Cryosericaceae","A","A_ds3_1",177
"FLB57mdA_ds2_1","f__Cryosericaceae","dA","dA_ds2_1",829
"FLB57mdA_ds2_2","f__Cryosericaceae","dA","dA_ds2_2",788
"FLB57mdA_ds3_1","f__Cryosericaceae","dA","dA_ds3_1",3262
"FLB57mdB_ds3_1","f__Cryosericaceae","dB","dB_ds3_1",1137
"FLB57muA_ds3_1","f__Cryosericaceae","uA","uA_ds3_1",2260
"FLB57muB_ds3_1","f__Cryosericaceae","uB","uB_ds3_1",303
"FLB00mA_ds3_1","f__DHVEG-1","A","A_ds3_1",708
"FLB00mB_ds3_1","f__DHVEG-1","B","B_ds3_1",1013
"FLB01mA_ds2_1","f__DHVEG-1","A","A_ds2_1",2
"FLB01mA_ds3_1","f__DHVEG-1","A","A_ds3_1",41
"FLB01mB_ds3_1","f__DHVEG-1","B","B_ds3_1",75
"FLB03mA_ds3_1","f__DHVEG-1","A","A_ds3_1",204
"FLB05mA_ds3_1","f__DHVEG-1","A","A_ds3_1",547
"FLB05mB_ds3_1","f__DHVEG-1","B","B_ds3_1",446
"FLB06mA_ds3_1","f__DHVEG-1","A","A_ds3_1",2432
"FLB06mB_ds3_1","f__DHVEG-1","B","B_ds3_1",1083
"FLB08mA_ds1_1","f__DHVEG-1","A","A_ds1_1",479
"FLB08mA_ds2_1","f__DHVEG-1","A","A_ds2_1",1167
"FLB08mA_ds3_1","f__DHVEG-1","A","A_ds3_1",2684
"FLB08mB_ds3_1","f__DHVEG-1","B","B_ds3_1",433
"FLB10mA_ds3_1","f__DHVEG-1","A","A_ds3_1",102
"FLB10mB_ds3_1","f__DHVEG-1","B","B_ds3_1",321
"FLB10mSdA_ds3_1","f__DHVEG-1","dA","dA_ds3_1",2451
"FLB10mSdB_ds3_1","f__DHVEG-1","dB","dB_ds3_1",1281
"FLB12mA_ds3_1","f__DHVEG-1","A","A_ds3_1",339
"FLB12mB_ds3_1","f__DHVEG-1","B","B_ds3_1",424
"FLB13mNA_ds3_1","f__DHVEG-1","A","A_ds3_1",1256
"FLB13mNB_ds3_1","f__DHVEG-1","B","B_ds3_1",447
"FLB13mSA_ds2_1","f__DHVEG-1","A","A_ds2_1",30
"FLB16mNdA_ds2_1","f__DHVEG-1","dA","dA_ds2_1",182
"FLB16mNdA_ds3_1","f__DHVEG-1","dA","dA_ds3_1",901
"FLB16mNdB_ds3_1","f__DHVEG-1","dB","dB_ds3_1",1061
"FLB16mNuA_ds2_1","f__DHVEG-1","uA","uA_ds2_1",493
"FLB16mNuA_ds3_1","f__DHVEG-1","uA","uA_ds3_1",640
"FLB16mNuB_ds3_1","f__DHVEG-1","uB","uB_ds3_1",891
"FLB18mB_ds3_1","f__DHVEG-1","B","B_ds3_1",1768
"FLB38mA_ds2_1","f__DHVEG-1","A","A_ds2_1",675
"FLB38mA_ds3_1","f__DHVEG-1","A","A_ds3_1",1516
"FLB38mB_ds3_1","f__DHVEG-1","B","B_ds3_1",553
"FLB45mA_ds2_1","f__DHVEG-1","A","A_ds2_1",313
"FLB45mA_ds3_1","f__DHVEG-1","A","A_ds3_1",11878
"FLB45mB_ds3_1","f__DHVEG-1","B","B_ds3_1",7679
"FLB54mA_ds3_1","f__DHVEG-1","A","A_ds3_1",189
"FLB57mdA_ds2_1","f__DHVEG-1","dA","dA_ds2_1",411
"FLB57mdA_ds2_2","f__DHVEG-1","dA","dA_ds2_2",317
"FLB57mdA_ds3_1","f__DHVEG-1","dA","dA_ds3_1",967
"FLB57mdB_ds3_1","f__DHVEG-1","dB","dB_ds3_1",140
"FLB57muA_ds3_1","f__DHVEG-1","uA","uA_ds3_1",2028
"FLB57muB_ds3_1","f__DHVEG-1","uB","uB_ds3_1",265
"FLB00mA_ds3_1","f__UBA5704","A","A_ds3_1",2190
"FLB00mB_ds3_1","f__UBA5704","B","B_ds3_1",4491
"FLB01mA_ds2_1","f__UBA5704","A","A_ds2_1",68
"FLB01mA_ds3_1","f__UBA5704","A","A_ds3_1",3758
"FLB01mB_ds3_1","f__UBA5704","B","B_ds3_1",5773
"FLB03mA_ds3_1","f__UBA5704","A","A_ds3_1",2382
"FLB05mA_ds3_1","f__UBA5704","A","A_ds3_1",2276
"FLB05mB_ds3_1","f__UBA5704","B","B_ds3_1",1172
"FLB06mA_ds3_1","f__UBA5704","A","A_ds3_1",4372
"FLB06mB_ds3_1","f__UBA5704","B","B_ds3_1",4107
"FLB08mA_ds1_1","f__UBA5704","A","A_ds1_1",981
"FLB08mA_ds2_1","f__UBA5704","A","A_ds2_1",1600
"FLB08mA_ds3_1","f__UBA5704","A","A_ds3_1",3913
"FLB08mB_ds3_1","f__UBA5704","B","B_ds3_1",4126
"FLB10mA_ds3_1","f__UBA5704","A","A_ds3_1",199
"FLB10mB_ds3_1","f__UBA5704","B","B_ds3_1",545
"FLB10mSdA_ds3_1","f__UBA5704","dA","dA_ds3_1",2132
"FLB10mSdB_ds3_1","f__UBA5704","dB","dB_ds3_1",1254
"FLB12mA_ds3_1","f__UBA5704","A","A_ds3_1",374
"FLB12mB_ds3_1","f__UBA5704","B","B_ds3_1",2898
"FLB13mNA_ds3_1","f__UBA5704","A","A_ds3_1",400
"FLB13mNB_ds3_1","f__UBA5704","B","B_ds3_1",1941
"FLB13mSA_ds2_1","f__UBA5704","A","A_ds2_1",9
"FLB16mNdA_ds2_1","f__UBA5704","dA","dA_ds2_1",592
"FLB16mNdA_ds3_1","f__UBA5704","dA","dA_ds3_1",4085
"FLB16mNdB_ds3_1","f__UBA5704","dB","dB_ds3_1",2787
"FLB16mNuA_ds2_1","f__UBA5704","uA","uA_ds2_1",1048
"FLB16mNuA_ds3_1","f__UBA5704","uA","uA_ds3_1",1976
"FLB16mNuB_ds3_1","f__UBA5704","uB","uB_ds3_1",744
"FLB18mB_ds3_1","f__UBA5704","B","B_ds3_1",2407
"FLB38mA_ds2_1","f__UBA5704","A","A_ds2_1",228
"FLB38mA_ds3_1","f__UBA5704","A","A_ds3_1",1568
"FLB38mB_ds3_1","f__UBA5704","B","B_ds3_1",1080
"FLB45mA_ds2_1","f__UBA5704","A","A_ds2_1",8
"FLB45mA_ds3_1","f__UBA5704","A","A_ds3_1",1099
"FLB45mB_ds3_1","f__UBA5704","B","B_ds3_1",350
"FLB54mA_ds3_1","f__UBA5704","A","A_ds3_1",47
"FLB57mdA_ds2_1","f__UBA5704","dA","dA_ds2_1",7
"FLB57mdA_ds2_2","f__UBA5704","dA","dA_ds2_2",18
"FLB57mdA_ds3_1","f__UBA5704","dA","dA_ds3_1",16
"FLB57mdB_ds3_1","f__UBA5704","dB","dB_ds3_1",13
"FLB57muA_ds3_1","f__UBA5704","uA","uA_ds3_1",41
"FLB57muB_ds3_1","f__UBA5704","uB","uB_ds3_1",1
"FLB00mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",522
"FLB00mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",1398
"FLB01mA_ds2_1","f__Fermentithermobacillaceae","A","A_ds2_1",600
"FLB01mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",10741
"FLB01mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",30560
"FLB03mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",301
"FLB05mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",523
"FLB05mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",420
"FLB06mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",601
"FLB06mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",1443
"FLB08mA_ds1_1","f__Fermentithermobacillaceae","A","A_ds1_1",268
"FLB08mA_ds2_1","f__Fermentithermobacillaceae","A","A_ds2_1",423
"FLB08mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",820
"FLB08mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",927
"FLB10mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",38
"FLB10mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",192
"FLB10mSdA_ds3_1","f__Fermentithermobacillaceae","dA","dA_ds3_1",44
"FLB10mSdB_ds3_1","f__Fermentithermobacillaceae","dB","dB_ds3_1",35
"FLB12mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",84
"FLB12mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",126
"FLB13mNA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",32
"FLB13mNB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",79
"FLB13mSA_ds2_1","f__Fermentithermobacillaceae","A","A_ds2_1",1
"FLB16mNdA_ds2_1","f__Fermentithermobacillaceae","dA","dA_ds2_1",65
"FLB16mNdA_ds3_1","f__Fermentithermobacillaceae","dA","dA_ds3_1",443
"FLB16mNdB_ds3_1","f__Fermentithermobacillaceae","dB","dB_ds3_1",274
"FLB16mNuA_ds2_1","f__Fermentithermobacillaceae","uA","uA_ds2_1",71
"FLB16mNuA_ds3_1","f__Fermentithermobacillaceae","uA","uA_ds3_1",228
"FLB16mNuB_ds3_1","f__Fermentithermobacillaceae","uB","uB_ds3_1",183
"FLB18mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",505
"FLB38mA_ds2_1","f__Fermentithermobacillaceae","A","A_ds2_1",116
"FLB38mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",495
"FLB38mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",80
"FLB45mA_ds2_1","f__Fermentithermobacillaceae","A","A_ds2_1",53
"FLB45mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",2410
"FLB45mB_ds3_1","f__Fermentithermobacillaceae","B","B_ds3_1",2242
"FLB54mA_ds3_1","f__Fermentithermobacillaceae","A","A_ds3_1",15
"FLB57mdA_ds2_1","f__Fermentithermobacillaceae","dA","dA_ds2_1",1257
"FLB57mdA_ds2_2","f__Fermentithermobacillaceae","dA","dA_ds2_2",1365
"FLB57mdA_ds3_1","f__Fermentithermobacillaceae","dA","dA_ds3_1",4386
"FLB57mdB_ds3_1","f__Fermentithermobacillaceae","dB","dB_ds3_1",492
"FLB57muA_ds3_1","f__Fermentithermobacillaceae","uA","uA_ds3_1",4794
"FLB57muB_ds3_1","f__Fermentithermobacillaceae","uB","uB_ds3_1",1387
"FLB00mA_ds3_1","f__Smithellaceae","A","A_ds3_1",195
"FLB00mB_ds3_1","f__Smithellaceae","B","B_ds3_1",405
"FLB01mA_ds2_1","f__Smithellaceae","A","A_ds2_1",35
"FLB01mA_ds3_1","f__Smithellaceae","A","A_ds3_1",1062
"FLB01mB_ds3_1","f__Smithellaceae","B","B_ds3_1",6301
"FLB03mA_ds3_1","f__Smithellaceae","A","A_ds3_1",963
"FLB05mA_ds3_1","f__Smithellaceae","A","A_ds3_1",444
"FLB05mB_ds3_1","f__Smithellaceae","B","B_ds3_1",136
"FLB06mA_ds3_1","f__Smithellaceae","A","A_ds3_1",534
"FLB06mB_ds3_1","f__Smithellaceae","B","B_ds3_1",434
"FLB08mA_ds1_1","f__Smithellaceae","A","A_ds1_1",1271
"FLB08mA_ds2_1","f__Smithellaceae","A","A_ds2_1",1961
"FLB08mA_ds3_1","f__Smithellaceae","A","A_ds3_1",1445
"FLB08mB_ds3_1","f__Smithellaceae","B","B_ds3_1",338
"FLB10mA_ds3_1","f__Smithellaceae","A","A_ds3_1",117
"FLB10mB_ds3_1","f__Smithellaceae","B","B_ds3_1",769
"FLB10mSdA_ds3_1","f__Smithellaceae","dA","dA_ds3_1",825
"FLB10mSdB_ds3_1","f__Smithellaceae","dB","dB_ds3_1",277
"FLB12mA_ds3_1","f__Smithellaceae","A","A_ds3_1",290
"FLB12mB_ds3_1","f__Smithellaceae","B","B_ds3_1",371
"FLB13mNA_ds3_1","f__Smithellaceae","A","A_ds3_1",1361
"FLB13mNB_ds3_1","f__Smithellaceae","B","B_ds3_1",599
"FLB13mSA_ds2_1","f__Smithellaceae","A","A_ds2_1",18
"FLB16mNdA_ds2_1","f__Smithellaceae","dA","dA_ds2_1",180
"FLB16mNdA_ds3_1","f__Smithellaceae","dA","dA_ds3_1",1049
